text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
i want assistamce creating a standard account,create_account,4,1,11.689382,3.6363904,"account, need, help","account, standard, change"
i need help submitting a new delivery address,set_up_shipping_address,5,4,2.9679606,-3.0849385,"address, delivery, shipping","address, delivery, shipping"
i am trying to see when my package is going to arrive,delivery_period,0,3,-11.886392,0.62209255,"arrive, soon, expect","arrive, check, help"
can uhelp me check when my order is gonna arrive,delivery_period,0,3,-11.969863,0.83605295,"arrive, soon, expect","arrive, check, help"
how do i see ur accepted paument methods,check_payment_methods,11,7,-6.398306,25.233118,"payment, methods, help","payment, methods, help"
where can i report issues with payment,payment_issue,7,18,0.88590837,24.577145,"payment, online, payments","payment, online, payments"
i don't know how i can talk to cstomer support,contact_customer_service,3,11,-4.9804893,3.6529045,"customer, talk, assistance","customer, assistance, talk"
wanna see the allowed payment methods,check_payment_methods,11,7,-5.8500314,24.913485,"payment, methods, help","payment, methods, help"
where can i notify of problems with sign-up?,registration_problems,15,8,15.028462,2.3712096,"sign, signup, inform","sign, signup, notify"
can uhelp em to ask for rebates of money,get_refund,2,31,-11.6496315,10.778917,"help, money, refund","rebate, money, rebates"
modify details on platinum account,edit_account,4,54,8.226209,3.9662466,"account, need, help","platinum, account, help"
"i have to correct the info included on my profile, help me",edit_account,4,1,11.546953,5.7071223,"account, need, help","account, standard, change"
"i need to acqire some of your item, can you help me?",place_order,1,10,5.305751,14.62629,"order, purchase, help","item, help, product"
i cant add an article to order,change_order,1,32,9.29633,14.260679,"order, purchase, help","article, articles, order"
help me to take a quick look at my bill from,check_invoice,6,37,-0.909012,17.333931,"help, look, know","help, look, know"
"i have to update purchase , how could i do it?",change_order,1,2,7.339797,14.652389,"order, purchase, help","order, purchase, help"
i have got to download my invoice #12588 how do i do it,get_invoice,17,9,2.1598048,17.72397,"invoice, invoices, know","invoice, invoices, download"
can i see invoice #00108?,check_invoice,17,33,1.7761127,19.01831,"invoice, invoices, know","invoice, 37777, know"
i want to create a account for my daughter,create_account,4,16,8.879396,5.5995164,"account, need, help","account, premium, daughter"
want help giving a quick look at my inovice #85632,check_invoice,17,33,1.6372592,18.735287,"invoice, invoices, know","invoice, 37777, know"
what do i need to do to create a account,create_account,4,1,12.199309,3.0909283,"account, need, help","account, standard, change"
is it possible to see the cancellation charges?,check_cancellation_fee,19,40,1.1324921,11.419721,"cancellation, need, charges","cancellation, charges, fees"
can i check the withdrawal penalty,check_cancellation_fee,8,56,20.79121,1.1864454,"termination, early, check","withdrawal, penalties, penalty"
i am trying to check the fucking early exit charge,check_cancellation_fee,8,60,19.926619,3.4501376,"termination, early, check","exit, early, charge"
where do i see what hours i can reach customer assistance?,contact_customer_service,14,21,-14.188458,6.35332,"customer, hours, help","customer, hours, help"
how can i leave a comment,review,9,20,-6.0008,-1.9779006,"feedback, leave, help","feedback, leave, help"
i have to enter a shipping address,set_up_shipping_address,5,4,3.5407414,-2.276462,"address, delivery, shipping","address, delivery, shipping"
where do i leave a review for your services?,review,9,20,-5.815428,-1.6346744,"feedback, leave, help","feedback, leave, help"
need to infomr of an error with registrations,registration_problems,15,0,15.704226,6.5620914,"sign, signup, inform","registration, inform, report"
cancel my corporate newsletter subscription,newsletter_subscription,20,42,6.1285434,-13.085127,"newsletter, subscription, cancel","newsletter, subscription, cancel"
"i have got to get the ibll #37777, how could i do it?",get_invoice,17,37,0.33156005,17.34044,"invoice, invoices, know","help, look, know"
help to inform of issues with signu,registration_problems,15,8,14.745623,2.6265876,"sign, signup, inform","sign, signup, notify"
i call to write a comment about a service,review,9,20,-6.122205,-2.0155168,"feedback, leave, help","feedback, leave, help"
could you help me get compensations of my money?,get_refund,2,12,-10.100954,12.677761,"help, money, refund","money, restitution, help"
check at what time i can contact customer assistance,contact_customer_service,14,21,-14.435974,7.0373645,"customer, hours, help","customer, hours, help"
i need help to find my damn invoice from,check_invoice,17,9,2.3167598,18.979597,"invoice, invoices, know","invoice, invoices, download"
help to check how soon can i expect the package,delivery_period,0,3,-11.917198,0.25146335,"arrive, soon, expect","arrive, check, help"
"i want to correct order , can you help me?",change_order,1,2,6.5783925,13.777231,"order, purchase, help","order, purchase, help"
i have an issue entering a new shipping address,set_up_shipping_address,5,4,3.691988,-2.3678002,"address, delivery, shipping","address, delivery, shipping"
i dont know what i need to do to get the bill #85632,get_invoice,6,37,-1.1916683,17.737383,"help, look, know","help, look, know"
assistance to check the termination fee,check_cancellation_fee,8,15,23.27907,6.7576694,"termination, early, check","termination, check, fee"
is it possible to see how soon can i expect my delivery,delivery_period,0,3,-12.330929,0.1643123,"arrive, soon, expect","arrive, check, help"
can uhelp mr to download the bill from,get_invoice,6,37,0.26025045,16.662228,"help, look, know","help, look, know"
i have problesm with my forgotten pwd,recover_password,13,39,18.399788,11.058558,"user, key, account","user, key, account"
"i want to check what delivery options i have, how to do it?",delivery_options,16,45,3.7199185,-6.624403,"options, methods, delivery","delivery, options, help"
i don't know what i have to do to download my invoice #12588,get_invoice,17,9,2.141843,17.703243,"invoice, invoices, know","invoice, invoices, download"
i need assistance to inform of a payment issue,payment_issue,7,18,0.62673074,24.205824,"payment, online, payments","payment, online, payments"
i need assistance listing the available payment methods,check_payment_methods,11,7,-6.1859026,25.417229,"payment, methods, help","payment, methods, help"
i have to check the eta of order732201349959 i need help,track_order,18,65,-8.14029,19.664125,"eta, purchase, order","eta, order, check"
buy several articles,place_order,1,32,9.545318,14.696873,"order, purchase, help","article, articles, order"
i need to create a account for my fiance,create_account,4,67,9.091286,4.714228,"account, need, help","fiance, account, create"
i am trying to make a customer complaint,complaint,12,24,0.40860474,6.034885,"claim, complaint, help","claim, complaint, help"
i do not know what i need to do to get my invoice #12588,get_invoice,17,33,1.8116177,19.296339,"invoice, invoices, know","invoice, 37777, know"
i do not know how i can cancel the standard account,delete_account,4,13,6.4812317,7.5544596,"account, need, help","account, know, standard"
could i change to the gold account?,switch_account,4,36,8.557408,6.5066223,"account, need, help","gold, account, change"
can you help me writing a comment for a service?,review,9,20,-6.131055,-2.0288184,"feedback, leave, help","feedback, leave, help"
i need assistance checking how soon can i expect my product,delivery_period,0,49,-13.745308,0.900178,"arrive, soon, expect","soon, expect, check"
i dont know what i need to do to delete a standard account,delete_account,4,13,5.6882925,7.7135787,"account, need, help","account, know, standard"
i need help to look for the bills from,check_invoice,6,37,-0.8523224,16.74154,"help, look, know","help, look, know"
issues submitting my delivery adfdress,set_up_shipping_address,5,4,2.970585,-3.0392854,"address, delivery, shipping","address, delivery, shipping"
can i change to the freemium account?,switch_account,4,51,7.260151,5.5519137,"account, need, help","freemium, account, info"
i have got to check what delivery methods are there,delivery_options,16,50,11.110981,-9.504572,"options, methods, delivery","delivery, methods, check"
i can't notify of issues with a registration,registration_problems,15,0,16.014345,6.8561335,"sign, signup, inform","registration, inform, report"
where do i see the accepted payment modalities,check_payment_methods,11,7,-5.0615945,24.977299,"payment, methods, help","payment, methods, help"
i dont know how i can buy a few of ur product,place_order,1,10,4.997208,14.513518,"order, purchase, help","item, help, product"
need assistance to download invoice #00108,get_invoice,17,9,2.2231328,17.789944,"invoice, invoices, know","invoice, invoices, download"
"i want to modify the address, how can i do it?",change_shipping_address,5,29,7.0965815,-3.1344082,"address, delivery, shipping","address, trying, help"
need help notifying of a signup error,registration_problems,15,8,14.56247,1.8952205,"sign, signup, inform","sign, signup, notify"
i need help reporting issues with a registration,registration_problems,15,0,15.615055,6.472754,"sign, signup, inform","registration, inform, report"
